"Datum und Vorlage";"Ergebnisse";"Schweiz";"Zürich";"Bern / Berne";"Luzern";"Uri";"Schwyz";"Obwalden";"Nidwalden";"Glarus";"Zug";"Fribourg / Freiburg";"Solothurn";"Basel-Stadt";"Basel-Landschaft";"Schaffhausen";"Appenzell Ausserrhoden";"Appenzell Innerrhoden";"St. Gallen";"Graubünden / Grigioni / Grischun";"Aargau";"Thurgau";"Ticino";"Vaud";"Valais / Wallis";"Neuchâtel";"Genève";"Jura"
"04.12.1960 Massnahmen Milchwirtschaft";"Ja";400104;85618;69009;12991;2188;3120;722;980;3836;2278;12785;13160;8420;9223;7271;3928;896;22313;10503;36749;16767;5222;29080;18931;6862;17252;...
"29.05.1960 Preiskontrollmassnahmen";"Ja";432219;127879;54061;15812;2920;5080;1196;1943;3705;2423;7599;12632;16522;8627;9745;5092;795;32599;12051;47257;18513;7939;15479;5620;6338;10392;...
"24.05.1959 Zivilschutzartikel";"Ja";380631;95718;68086;16545;2696;3925;2059;1896;3718;2592;6544;11376;9859;9884;7463;5286;900;27389;12425;39437;15894;5301;14755;5529;5149;6205;...
"01.02.1959 Frauenstimmrecht";"Ja";323727;71859;55786;10294;885;1968;565;807;1455;2046;7985;11447;17013;8896;4782;1517;105;12436;5633;17919;6721;10738;32929;8242;13938;17761;...
"07.12.1958 Abkommen mit Italien zur Wasserkraft des Spöl";"Ja";501170;106712;75984;20405;3511;9225;2094;2502;5108;4259;9252;17065;16228;13042;9319;6607;1312;42254;20097;49465;22972;9193;23220;11254;7931;12159;...
"07.12.1958 Kursaalspiele";"Ja";392620;84446;56355;18225;2825;6948;1827;2019;3917;3616;7233;15195;14637;8687;6840;4343;939;30915;15825;38814;17027;7325;21453;9350;6800;7059;...
"26.10.1958 44-Stunden-Woche";"Ja";315790;92094;39612;11921;1549;2887;442;798;2408;2764;3425;12988;20115;10173;6758;1848;193;16927;5365;24285;8251;9440;15018;4844;8369;13316;...
"06.07.1958 Strassennetzverbesserung";"Ja";515396;138494;58880;18896;3237;4152;1593;2289;4360;2847;8865;15468;14948;11834;10981;5762;1188;42214;15165;51624;21565;8038;28722;8743;10535;24996;...
"06.07.1958 Filmwesen";"Ja";362806;82221;44510;14729;2789;4933;1676;2026;3456;2816;7957;12861;9315;8102;5945;3279;1020;28240;12236;38339;15488;6878;24273;7360;7961;14396;...
"11.05.1958 Neuordnung Finanzhaushalt";"Ja";419265;90874;59399;25167;3505;8028;2462;2055;3986;3648;10017;15670;14830;9471;7397;5163;1434;33231;13149;34773;16374;10044;19403;10346;8691;10148;...
"26.01.1958 Missbrauch wirtschaftlicher Macht";"Ja";192297;67202;19475;6959;776;1505;328;622;1446;1388;1582;6183;13202;4295;4364;2170;151;12002;2644;14720;6631;2958;8329;2194;3754;7417;...
"24.11.1957 Brotgetreideversorgung";"Ja";401768;78868;63931;17596;2854;4773;1429;1770;3336;3014;11071;13884;8736;11525;8592;3794;970;27844;11899;42795;18123;6328;21399;8988;6215;22034;...
"24.11.1957 Atomenergie und Strahlenschutz";"Ja";491745;115488;69479;20104;3038;4711;1558;1962;3958;3702;10917;16038;14955;14537;10998;5330;870;37180;12407;49265;19993;6989;26049;9476;7230;25511;...
"03.03.1957 Rundspruch und Fernsehen";"Ja";319766;51481;41440;17646;2436;3933;1321;1589;1140;2767;9276;11282;8146;5804;4795;1461;933;16555;5787;26134;12662;8863;41051;17548;9438;16278;...
"03.03.1957 Zivilschutzartikel";"Ja";361028;77175;57461;18761;2404;3714;1552;1799;3806;3042;8076;13062;9610;8160;6910;4783;902;27556;11900;33889;15831;7003;21843;13010;3291;5488;...
"30.09.1956 Ausgabenbeschlüsse";"Ja";276660;61652;33422;14024;2044;4050;1388;1680;2692;2496;9133;9991;8154;6019;3858;3810;683;26179;7565;24645;10402;4665;18928;5675;5530;7975;...
"30.09.1956 Revision der Brotgetreideordnung";"Ja";239890;39637;34669;12378;1880;3939;1231;1505;2469;2033;9610;8806;4158;4443;3540;2452;828;22206;10330;23543;12915;4562;16574;5992;4014;6176;...
"13.05.1956 Hilfe an die Holzverzuckerungs-AG Graubünden";"Ja";316276;65809;53360;9561;2549;4438;923;1364;4117;1963;6103;12150;10548;7104;6256;3093;800;21396;23220;31188;13674;6132;11936;5096;9208;4288;...
"13.05.1956 Wasserrechtskonzessionen";"Ja";266222;85142;38474;7636;661;2376;538;773;1755;1588;2595;8082;20162;8587;7473;2137;288;9755;3946;23896;10523;2443;13648;2405;8600;2739;...
"04.03.1956 Beschränkte Preiskontrolle";"Ja";542425;115359;90382;18291;3407;5087;1401;1976;4793;3063;10243;16520;35320;11029;10200;5019;926;35279;15618;48577;20564;19819;31121;9105;12629;16697;...
"13.03.1955 Mieter- und Konsumentenschutzinitiative (Gegenentwurf)";"Ja";317934;61168;41584;19654;2670;5934;1847;1821;2455;2797;8163;13550;11389;6989;3890;3187;963;31839;9997;28097;13915;8332;14314;9029;6424;7926;...
"13.03.1955 Mieter- und Konsumentenschutzinitiative";"Ja";392588;88215;63677;14304;1883;3586;483;1158;3149;2337;6863;14175;22733;9863;6842;3359;339;20126;7701;32306;13106;9563;29104;7611;14952;15153;...
"05.12.1954 Schutz der Stromlandschaft Rheinau";"Ja";229114;81425;26647;8180;1357;3612;551;1154;1665;2053;1393;5634;16511;7004;7983;1339;325;9478;3667;24856;6695;1854;7403;1662;2598;4068;...
"24.10.1954 Finanzordnung 1955 bis 1958";"Ja";457527;107095;67257;21521;4173;5166;1831;2308;4853;4836;8625;16777;16712;10515;9918;5990;1166;36736;13712;47163;19670;7757;19896;7948;7604;8298;...
"20.06.1954 Hilfe an kriegsgeschädigte Auslandschweizer";"Ja";243311;59348;36565;8929;1522;2179;900;1101;2314;1706;5293;8231;9163;5062;5251;3323;453;18815;8335;22576;11119;3340;10034;3664;8037;6051;...
"20.06.1954 Fähigkeitsausweise";"Ja";187729;40140;29497;7262;1538;1806;771;876;1716;1150;4723;6997;5364;3572;4303;1930;460;16129;7174;18061;9081;3453;8469;4038;5862;3357;...
"06.12.1953 Schutz der Gewässer";"Ja";671565;154366;103150;29555;4146;7671;2093;2802;6380;5533;12812;27135;29832;18822;12945;7506;1388;37364;18800;57279;26632;12785;41753;12746;15367;22703;...
"06.12.1953 Neuordnung Finanzhaushalt";"Ja";354149;85659;62914;10889;3205;3395;753;936;3574;2479;5515;16251;13974;10328;7114;3176;597;19850;15204;34156;12834;8176;14338;8281;7241;3310;...
"19.04.1953 Postverkehrsgesetz";"Ja";267659;48719;37295;10558;3040;2947;858;1087;2927;1956;6602;15440;7526;5728;4742;3149;670;21441;9901;26302;11621;7379;14623;7733;10033;5382;...
"23.11.1952 Brotgetreideversorgung";"Ja";583546;115431;96990;25106;3734;5710;1484;2126;5048;4416;13510;23033;32768;15202;10691;3452;935;34840;15394;48686;22184;13589;37467;11439;16546;23765;...
"23.11.1952 Preiskontrolle";"Ja";489461;109249;83775;18183;2444;3246;814;1343;3993;3153;9456;19590;29000;11516;8507;2948;637;26201;9996;37763;15550;12708;32808;9214;15429;21938;...
"05.10.1952 Luftschutzräume";"Ja";110681;29398;17007;4560;355;897;460;388;870;751;2987;3336;3139;2248;2867;1081;302;7378;4021;10286;5303;1601;4553;2635;1938;2320;...
"05.10.1952 Tabaksteuer und AHV";"Ja";492885;88655;74301;22812;3370;5839;1474;2024;4866;3960;12052;21296;17394;13145;8851;4435;1012;37873;14133;54267;19497;10102;32165;10163;13803;15396;...
"06.07.1952 Deckung der Rüstungsausgaben";"Ja";256195;68706;40334;11468;1726;1906;796;1173;2571;1708;2866;11561;9000;5818;5247;2806;418;20284;8785;29851;11146;4069;5252;1620;3618;3466;...
"18.05.1952 Rüstungsfinanzierung und Schutz sozialer Errungenschaften";"Ja";328341;86645;49004;11015;1470;2198;438;878;2711;1995;4295;13813;14907;9184;7343;3621;345;21025;6241;32646;11118;10051;16410;4608;9254;7126;...
"20.04.1952 Warenumsatzsteuer-Initiative";"Ja";129243;30538;12330;4667;503;1179;356;353;1128;768;2184;3716;7130;3714;3206;1797;248;9182;1800;9623;4423;3483;11683;4240;4213;6779;...
"30.03.1952 Landwirtschaftsgesetz";"Ja";483583;69453;88917;26590;3523;6419;2371;2075;3282;3124;22380;18424;10185;10314;7038;3484;1415;27333;19353;36357;19360;15702;38134;25534;11848;10968;...
"02.03.1952 Bewilligungspflicht für Gasthöfe";"Ja";248318;44821;28313;10610;1974;3323;1062;1423;2560;1376;17568;6918;5521;4970;3963;2400;774;21574;12469;23580;13605;10550;14887;6923;3463;3691;...
"08.07.1951 Öffentliche Unternehmungen und Kosten der Armee";"Ja";165713;60363;17235;5299;1081;1285;360;299;1313;1304;1784;6379;2146;2274;5235;3014;288;11432;5884;17014;8981;935;5569;2175;2136;1928;...
"15.04.1951 Gegenentwurf zur Freigeldinitiative";"Ja";490326;100482;59631;23664;3668;7045;2142;2756;4726;3432;16526;19868;14642;8941;8070;5635;1256;41011;14217;42176;19642;11172;37123;11561;13388;17552;...
"15.04.1951 Freigeldinitiative";"Ja";88486;31510;11290;2425;229;403;231;214;659;547;656;2237;3522;3131;2289;1456;131;7803;3595;6875;3756;630;2063;1296;919;619;...
"25.02.1951 Autotransportordnung";"Ja";318232;65251;44993;10579;2065;3007;663;1039;2657;1584;7951;11343;10890;7016;5238;3255;696;24380;10033;27832;14828;9133;29518;5779;11068;7434;...
"03.12.1950 Finanzordnung 1951 bis 1954";"Ja";516704;106706;83685;23536;4159;6329;2006;2594;5286;3860;9813;21965;22936;13628;10080;4986;1152;39133;17643;51707;23103;9039;23995;12021;9576;7766;...
"03.12.1950 Wahl des Nationalrates";"Ja";450395;84314;69454;21261;3757;4669;1601;2399;1037;3095;12070;22034;22642;11799;8355;5523;1084;29923;10674;44981;20245;6300;27658;11482;9562;14476;...
"01.10.1950 Verhinderung der Spekulation";"Ja";158794;48695;23621;3751;789;631;112;409;967;540;2974;4957;4531;4318;4004;1513;137;10278;3218;17578;6480;2259;7554;3347;2945;3186;...
"04.06.1950 Neuordnung Finanzhaushalt";"Ja";267770;37438;28834;15623;2633;4897;2102;1399;2165;2378;11513;7906;7092;3301;4159;2958;966;23737;11125;21572;10301;6960;28064;9698;7768;13181;...
"29.01.1950 Förderung Wohnbautätigkeit";"Ja";333878;84324;48737;12204;2284;3090;619;961;2793;1853;10511;11505;15962;8520;5538;2192;340;15622;10062;27973;9289;8477;26207;4401;8219;12195;...
"11.12.1949 Dienstverhältnis Bundesbeamte";"Ja";546160;99698;96404;21044;4510;6351;1389;1722;4333;4261;13489;22707;30885;14354;8540;3326;624;29629;15480;37456;14022;21480;42908;14103;14666;22779;...
"11.09.1949 Rückkehr zur direkten Demokratie";"Ja";280755;77916;24140;8537;1743;2652;729;863;3356;2116;5671;7224;12287;5888;4972;6248;669;23660;6338;23625;9780;4463;24482;8903;6901;7592;...
"22.05.1949 Bekämpfung der Tuberkulose";"Ja";202863;54943;31221;5436;767;1201;184;383;1399;1157;1805;9137;14923;6542;4800;1257;112;9996;5408;18090;7266;5394;7951;1758;4538;7195;...
"22.05.1949 Nationalbankartikel";"Ja";293650;62365;44176;12391;1642;2565;1276;1295;2109;2153;7301;10253;18878;6885;4588;3067;594;18900;5890;22389;10242;6907;21575;3236;6357;16616;...
"14.03.1948 Ordnung der Zuckerwirtschaft";"Ja";272701;51784;42735;11466;1196;2989;1188;1177;2184;2016;13211;8082;4428;4496;6597;1865;629;19481;9413;23824;13872;6736;21864;7122;5129;9217;...
"06.07.1947 Gesetz über die AHV";"Ja";862036;170963;156144;31678;4086;9362;1653;2420;7670;5927;17498;36964;34378;22053;13116;9872;1651;55846;23397;60604;28855;28201;60642;19640;26773;32643;...
"06.07.1947 Revision Wirtschaftsartikel";"Ja";556803;81197;111725;24547;3024;6147;1611;1775;4256;4066;17668;23289;19850;13054;7641;4451;1232;32230;18282;36743;22059;22123;42104;13929;16228;27572;...
"18.05.1947 Wirtschaftsreform und Rechte der Arbeit";"Ja";244415;54305;41260;6582;1179;1498;165;453;1936;1532;2620;9759;9407;9054;5079;2024;122;13350;3864;21053;7864;7244;22036;4329;8397;9303;...
"08.12.1946 Recht auf Arbeit";"Ja";124792;36942;11772;3379;554;784;195;355;1159;606;1452;4356;5080;3434;2511;1741;136;10882;3626;9241;4770;1736;15957;1741;1139;1244;...
"10.02.1946 Gütertransportordnung";"Ja";289935;68052;41794;10949;1914;2445;566;839;2785;1760;6446;10538;17375;6009;5859;2504;567;20085;10971;23415;9763;10656;19497;5716;4369;5061;...
"25.11.1945 Für die Familie";"Ja";548601;92346;75339;24642;3898;7019;2671;2567;3895;4072;20034;18409;13660;9784;9056;2701;1293;37371;15825;48875;18387;14743;58008;18973;10793;34240;...
"21.01.1945 Gesetz über die Bundesbahnen";"Ja";388831;85997;54603;16540;3235;4395;1166;1219;3683;2587;8493;15391;17390;9342;8637;2681;471;27173;12721;30047;14430;16533;23268;7516;6361;14952;...
"29.10.1944 Unlauterer Wettbewerb";"Ja";343648;52633;74497;14139;2739;3654;1221;1373;2475;2268;10421;10841;9172;5747;7124;3165;1023;24969;10996;28912;14317;9156;24762;7342;7337;13365;...
"03.05.1942 Reorganisation des Nationalrates";"Ja";219629;51335;38210;5541;985;2154;1068;794;3116;1389;2609;5517;8973;4799;5109;4191;494;20698;4731;18069;9449;1854;20555;3323;2482;2184;...
"25.01.1942 Volkswahl Bundesrat";"Ja";251605;53882;50551;8584;1173;2348;358;386;1723;1692;2733;10444;11210;6145;4720;2061;148;14188;7373;22355;8014;6729;20370;2478;4912;7028;...
"09.03.1941 Neuordnung Alkoholwesen";"Ja";304867;34062;49398;33856;3750;10579;3412;2987;2511;5051;11126;15599;4943;7811;2344;3681;1221;23097;4638;33755;8135;8229;22660;9202;1472;1348;...
"01.12.1940 Vorunterricht in der Armee";"Ja";345430;79186;50466;13178;1550;2502;586;779;3359;1947;6267;14242;17981;9133;6929;3276;254;20007;8279;31772;13416;7316;23999;9281;6154;13571;...
"03.12.1939 Dienstverhältnis und Versicherung Bundespersonal";"Ja";290238;51726;49993;11528;3198;3190;633;570;2329;2000;6206;10020;16573;6945;4948;2376;418;16938;9723;18351;7834;12204;24640;5585;7117;15193;...
"04.06.1939 Armee und Arbeitslosigkeit";"Ja";445622;94933;63382;19552;3396;4527;1338;1351;4965;3077;8288;18129;17473;11440;9618;5601;1163;37001;14922;41044;20186;11480;31186;5836;7206;8528;...
"22.01.1939 Einschränkung Dringlichkeitsklausel";"Ja";346024;81658;35754;9110;2112;2321;783;923;3196;1546;9021;8815;10090;6925;7697;5475;1085;30608;11352;30804;11400;5652;47184;6044;6058;10411;...
"22.01.1939 Verfassungsgerichtsbarkeit";"Ja";141323;40547;13143;2984;385;958;261;269;1929;488;1317;2972;5847;3466;2285;3666;251;10415;3942;8431;4767;1874;21829;1448;2559;5290;...
"27.11.1938 Übergangsordnung Finanzhaushalt";"Ja";509387;96564;69450;26100;3537;6611;2102;1652;5134;4930;13443;20695;20683;14423;9588;5848;1514;42977;14912;43751;20566;12694;47844;9537;11102;3730;...
"03.07.1938 Strafgesetzbuch";"Ja";358438;84754;58326;14542;1504;2156;641;634;3490;2194;5645;13013;11640;8976;8014;5609;397;25738;9618;32394;16786;6485;25978;5722;6469;7713;...
"20.02.1938 Private Rüstungsindustrie (Gegenentwurf)";"Ja";394052;77418;35994;14221;2366;4295;1057;1349;4130;2407;13191;13945;20744;7923;8240;5635;1348;34541;16658;32956;13307;10463;45420;11008;4192;11244;...
"20.02.1938 Private Rüstungsindustrie (Initiative)";"Ja";65938;14890;7249;1643;232;705;94;134;512;264;818;1185;6909;1842;982;1121;117;5453;1621;4478;2592;887;9824;1573;705;108;...
"20.02.1938 Dringliche Bundesbeschlüsse und demokratische Volksrechte";"Ja";87638;19271;12960;2949;299;1084;155;135;686;342;1014;1450;10004;2395;1363;1009;114;6144;2222;4353;2881;1234;12785;1693;972;124;...
"20.02.1938 Rätoromanisch als Nationalsprache";"Ja";574991;112578;56865;19664;3016;7132;1473;1671;5647;3159;14810;16748;35151;11483;10900;8059;1740;47132;21626;51752;24877;11952;71947;15461;8608;11540;...
"28.11.1937 Verbot der Freimaurerei";"Ja";234980;38000;46448;7148;1512;4852;1185;982;2061;1302;9102;8120;5161;2496;3087;1200;691;14676;5014;14282;5915;7982;30800;6281;6481;10202;...
"08.09.1935 Initiative für die Totalrevision der Bundesverfassung";"Ja";196135;24849;13573;10666;1548;2758;1289;877;1261;1845;11622;8500;4916;1883;2665;1326;1014;20902;6466;13159;6664;5890;26798;11258;4646;9760;...
"02.06.1935 Bekämpfung der Wirtschaftskrise";"Ja";425242;79999;90669;13431;1868;4035;812;593;2282;2679;7519;18157;20074;13143;6863;4582;503;24729;13456;31569;12394;10734;29845;9370;12306;13630;...
"05.05.1935 Verkehrsteilungsgesetz";"Ja";232954;48964;26892;10329;1498;2501;732;536;3499;1701;4662;7945;10092;4067;4526;1918;551;17085;13577;16342;9771;10201;23107;3824;4168;4466;...
"24.02.1935 Neuordnung der militärischen Ausbildung";"Ja";507434;92252;80573;22766;2693;4810;1652;1273;5089;3324;14429;20021;20237;9049;8139;5418;818;33381;14677;34900;20823;17820;48977;12189;12636;19488;...
"11.03.1934 Schutz der öffentlichen Ordnung";"Ja";419399;68119;57032;20475;2909;5809;1882;1372;4550;3168;17812;14187;15171;5362;4991;3565;1347;25805;14995;27152;16324;18137;46902;15060;12971;14302;...
"28.05.1933 Herabsetzung Löhne Bundespersonal";"Ja";411536;68073;56571;15953;1179;5793;2399;1630;4605;2772;17657;11090;8552;5836;5753;7058;1900;33708;12361;28868;19305;10511;47497;14455;14505;13505;...
"06.12.1931 Besteuerung des Tabaks";"Ja";423523;85015;71385;14788;1460;4002;972;819;3730;2665;15613;16745;13386;6762;5853;4546;781;30618;10866;31674;16252;11720;33400;8469;16438;15564;...
"06.12.1931 Gesetz über die AHV";"Ja";338032;77219;59553;11095;986;2644;535;526;3262;1817;3057;15458;11997;5192;5003;4062;471;23741;8992;28855;13252;9167;19855;5155;14238;11900;...
"15.03.1931 Amtsdauer von Bundesbehörden";"Ja";297938;53417;30400;13738;1536;4330;1143;938;1918;1972;13903;7603;9225;3358;5282;3051;1508;27777;9038;24825;10305;7085;39354;8236;12088;5908;...
"15.03.1931 Wahl des Nationalrats";"Ja";296053;53893;26385;13286;1511;4426;1190;931;1801;1942;13900;7059;9453;3455;3698;4271;1590;29923;10090;24518;15546;2484;40398;8130;11720;4453;...
"08.02.1931 Ordensverbot";"Ja";293845;71036;21531;8988;933;3114;614;468;3406;1571;2584;16258;4044;4664;7325;5233;1331;28553;10976;36957;17509;3905;29485;5802;963;6595;...
"06.04.1930 Alkoholwesen";"Ja";494248;88268;80897;14319;2394;4739;1247;819;4247;2730;20071;15914;16985;8924;7423;4758;1349;34175;16291;33530;19484;13723;48442;16044;19102;18373;...
"12.05.1929 Branntweinverbot";"Ja";226794;60414;33389;4805;606;1258;306;198;2240;807;2148;9346;12861;5553;4564;2729;210;16429;6048;17490;6988;1878;19469;1952;7638;7468;...
"12.05.1929 Gesetzgebung Strassenverkehr";"Ja";248350;61791;36130;8410;892;2365;780;592;2389;1940;2302;15157;14258;8122;4498;2500;370;19053;5576;18349;8242;2091;23173;1867;6299;1204;...
"03.03.1929 Zolltarifgesetz";"Ja";454535;60179;68326;23684;2608;6407;2223;1618;4006;3391;23002;17299;8461;8737;6461;6201;1804;36240;16318;32824;18693;12248;49728;24340;7861;11876;...
"03.03.1929 Getreideversorgung (Gegenentwurf)";"Ja";461176;61617;71015;23772;2603;6511;2254;1637;4038;3408;23072;17219;8509;8808;6519;6299;1831;36556;16593;32947;19055;12368;49892;24576;8103;11974;...
"03.03.1929 Getreideversorgung (Initiative)";"Ja";18487;2666;3206;839;77;330;167;67;677;180;220;296;359;518;291;319;75;1297;514;1166;672;200;3439;369;482;61;...
"02.12.1928 Erhaltung der Kursäle";"Ja";296395;51824;45048;16748;1125;3356;1250;1062;2304;2276;4573;10601;5968;6209;5019;3475;1060;22185;8865;26470;11992;8799;30950;13620;3174;8442;...
"20.05.1928 Massnahmen gegen die Überfremdung";"Ja";316250;73500;33418;7316;1940;1812;1204;922;3794;1198;3930;9467;13619;6500;8036;6354;288;24049;8590;33202;17933;5256;39691;5137;4124;4970;...
"15.05.1927 Automobil- und Fahrradverkehr";"Ja";230287;35107;21322;6865;576;1881;505;364;3091;924;6224;6761;7039;2794;3667;3418;1132;17776;9005;15147;12802;10575;38521;8629;9615;6547;...
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";"Ja";334206;61211;35965;10255;3031;3768;1090;819;4023;1583;6473;6805;16811;5203;5797;5003;1066;22673;13135;20116;13404;12670;42528;10540;13224;17013;...
"05.12.1926 Getreideversorgung";"Ja";366507;61658;69302;13657;1217;2115;563;451;3112;2186;12932;13869;8895;7464;6600;1606;234;14115;10380;29596;14525;9840;46806;16931;7291;11162;...
"06.12.1925 Bundesbeschluss betreffend die AHV";"Ja";410988;77544;68403;14822;2060;5204;1090;920;3556;2218;7525;14144;11512;7417;5260;5538;357;35690;11209;32860;16662;14434;35330;10424;13784;13025;...
"25.10.1925 Aufenthalt und Niederlassung Ausländer";"Ja";382381;67258;67707;12093;1217;4355;993;922;3765;3305;5396;16451;15088;8108;5235;5516;495;24995;12737;33297;16012;5207;42695;7265;13263;9006;...
"24.05.1925 Initiative für die AHV/IV";"Ja";282527;57517;45158;7571;1093;2150;305;282;2365;1614;3077;14408;18835;8091;4958;3702;219;21038;6148;22602;8264;8779;21883;3379;9191;9898;...
"17.02.1924 Fabrikgesetz";"Ja";320668;41964;58425;15093;1656;4194;1917;1318;1947;2372;17058;7342;6657;4192;4311;6015;1656;25061;13021;20225;15317;7736;36920;11413;7910;6948;...
"03.06.1923 Alkoholwesen";"Ja";262688;52072;33550;5695;1227;2086;810;542;3448;1231;8180;5112;12559;4144;5381;4970;1145;24235;11598;16344;13672;6901;18703;8012;10937;10134;...
"15.04.1923 Zollinitiative";"Ja";171020;35612;31340;5017;749;1165;174;174;1919;976;2289;7244;9530;4386;2941;3154;173;15006;2739;13120;4866;3886;8240;1663;7830;6827;...
"18.02.1923 Abkommen mit Frankreich zu Hochsavoyen";"Ja";93892;5704;8477;1502;86;194;314;166;174;125;11138;570;1676;606;641;588;72;3801;2539;1939;3781;5222;22266;6648;7053;8610;...
"18.02.1923 Schutzhaft-Initiative";"Ja";55145;9331;10063;1086;79;448;121;57;615;227;1160;859;2872;975;1044;640;74;3515;1559;2791;2465;1504;8785;1231;1474;2170;...
"03.12.1922 Einmalige Vermögensabgabe";"Ja";109702;19848;20956;2260;335;454;78;57;413;748;1115;4005;7534;2536;2011;1108;66;6274;1876;9193;2773;4386;7484;1495;5509;7188;...
"24.09.1922 Innere Sicherheit und bedingter Strafvollzug";"Ja";303794;48402;51927;18951;2054;5180;1413;1241;2118;2402;14805;7373;7096;4276;4609;4686;1615;22909;11209;19046;15563;5269;29012;8807;8577;5254;...
"11.06.1922 Wählbarkeit der Bundesbeamten";"Ja";160181;28563;23915;4784;954;1314;188;152;2638;930;2059;6121;11890;3568;3634;2877;212;14976;4847;14982;5836;4984;7391;2167;3883;7316;...
"11.06.1922 Ausweisung von Ausländern";"Ja";159200;30075;27528;3456;618;1125;319;264;1370;451;2090;2614;8848;2283;2884;3513;534;13651;7187;20814;7429;3259;8338;2161;2378;6011;...
"11.06.1922 Einbürgerungswesen";"Ja";65828;10464;11090;1615;266;509;133;110;755;274;658;1244;6081;1014;1118;1928;284;5270;2176;5192;3208;2517;4502;942;1420;3058;...
"22.05.1921 Artikel über die Luftschiffahrt";"Ja";210447;44898;34212;2950;1133;1689;639;455;2852;649;6122;4154;4072;4816;5883;5729;856;22113;7550;22438;12773;3762;9727;3523;3626;3826;...
"22.05.1921 Artikel über den Automobil- und Fahrradverkehr";"Ja";206297;48047;35724;2539;1120;1574;509;379;2803;522;1806;4329;3966;4928;5896;5842;820;21756;4828;23097;13836;3799;8684;2422;3472;3599;...
"30.01.1921 Aufhebung der Militärjustiz";"Ja";198696;39082;33370;3494;733;1620;257;264;1591;1197;2707;6678;10516;4650;4361;2949;419;13300;3878;15881;5358;13001;10510;2343;10100;10437;...
"30.01.1921 Staatsvertragsreferendum";"Ja";398538;55535;57843;11838;1332;3884;1708;995;3973;2178;17464;11312;16969;9618;5539;6332;1454;37153;10842;29624;11802;16330;36212;12841;16022;19748;...
"31.10.1920 Arbeitszeit bei den Eisenbahnen";"Ja";369466;72873;60013;12655;2545;2293;673;595;4279;3079;7705;16705;17817;8944;6228;4387;430;26405;8186;27778;13046;11782;21811;8643;15415;15179;...
"16.05.1920 Beitritt zum Völkerbund";"Ja";416870;46387;65655;15550;1010;2546;1802;1389;2289;2842;20125;9895;10693;5548;4362;5573;1265;26474;12343;17846;16225;15709;63924;19172;23034;25214;...
"21.03.1920 Gegenentwurf zur Spielbanken-Initiative";"Ja";122240;12944;16102;6883;766;1919;432;574;1270;895;1903;2570;2582;2544;2125;2303;518;8462;4645;10009;3922;6476;12322;2975;1349;5750;...
"21.03.1920 Verbot der Spielbanken";"Ja";276021;52571;41483;3674;868;1753;327;179;2207;1040;14272;7961;9402;6485;5220;3781;865;24134;10062;14831;11633;9167;22330;9313;12338;10125;...
"21.03.1920 Ordnung des Arbeitsverhältnisses";"Ja";254455;46490;37906;6803;1499;2590;436;479;2190;1415;3836;11368;11079;7058;5946;5744;1230;26028;7480;18640;10494;12920;10694;4813;9217;8100;...
"10.08.1919 Wahlen in den National- und Bundesrat";"Ja";200008;40885;26277;2598;677;1304;488;188;1694;434;4407;5883;7891;5838;5986;3354;938;24791;8040;25000;10116;4227;6712;4058;4773;3449;...
"04.05.1919 Ausserordentliche Kriegssteuer";"Ja";307528;51859;37501;16501;1777;4007;1734;980;4251;2046;12178;12656;5647;6060;5444;6877;1645;35583;12754;29022;16847;6518;16386;11077;3685;4493;...
"04.05.1919 Artikel über die Schiffahrt";"Ja";399131;81353;51248;18475;1971;4660;2033;986;4836;2550;13214;16386;9196;8098;8299;7372;1830;39847;13912;33021;18807;7787;21711;11678;10013;9848;...
"13.10.1918 Proporzwahl des Nationalrates";"Ja";299550;57157;48844;12943;2275;3793;1224;831;2711;2061;8850;12423;10819;4863;5444;3101;1708;28874;8647;23285;10857;7462;13454;9962;10782;7180;...
"02.06.1918 Initiative für die direkte Bundessteuer";"Ja";276735;58098;48277;8515;2059;3022;884;512;3031;2016;4123;13589;10687;6151;6301;5971;789;23876;8160;25683;11608;6005;11489;3331;7702;4856;...
"13.05.1917 Stempelabgaben";"Ja";190288;41158;20590;5510;795;1414;790;381;3756;946;3930;4934;3525;3002;5187;4911;953;23904;8071;16913;12629;3490;11654;4826;2974;4045;...
"06.06.1915 Einmalige Kriegssteuer";"Ja";452117;71726;69684;20293;2605;5150;2099;1422;4853;3016;17758;15982;12916;8683;7801;9716;2121;44288;17572;39737;21846;10711;27784;14025;10679;9650;...
"25.10.1914 Gerichtsbarkeit";"Ja";204394;33072;22649;5188;1225;1655;623;380;2678;866;6283;6279;6000;3765;4301;4511;499;20419;6760;15656;10012;5717;17661;5888;7464;14843;...
"04.05.1913 Krankheitsbekämpfung";"Ja";169012;37451;23702;3033;675;1074;725;406;2283;320;3052;5630;2536;2171;4642;5404;539;19227;7044;17309;8944;3406;10588;4110;2316;2435;...
"04.02.1912 Kranken- und Unfallversicherung";"Ja";287565;55151;47989;15950;1852;4020;1542;1201;4440;1847;7616;14842;9089;4437;5124;3897;511;26173;10154;24407;11110;8165;11376;6721;4712;5239;...
"23.10.1910 Proporzwahl des Nationalrates";"Ja";240305;40838;29222;14822;2411;4430;1368;1054;2258;2512;3918;11291;6746;2891;2462;2355;1758;29469;8037;18763;9153;9785;11964;8353;8444;6001;...
